run_id,task_id,selected_tool,tool_success,tool_a_reliability,tool_b_reliability,used_exploration,latency_sec,retry_count
3,64,tool_b,1,0.6,0.7,0,0.0,0
3,65,tool_b,1,0.6,0.7,0,0.0,0
3,66,tool_b,0,0.6,0.7,0,0.0,0
3,67,tool_b,1,0.6,0.6,0,0.0,0
3,68,tool_a,1,0.6,0.7,1,0.0,0
3,69,tool_a,0,0.7,0.7,0,0.0,0
3,70,tool_b,1,0.6,0.7,0,0.0,0
3,71,tool_b,1,0.6,0.8,0,0.0,0
3,72,tool_b,1,0.6,0.8,0,0.0,0
3,73,tool_b,1,0.6,0.8,0,0.0,0
3,74,tool_a,0,0.6,0.9,1,0.0,0
3,75,tool_b,0,0.5,0.9,0,0.0,0
3,76,tool_a,1,0.5,0.8,1,0.0,0
3,77,tool_b,1,0.6,0.8,1,0.0,0
3,78,tool_b,1,0.6,0.8,0,0.0,0
3,79,tool_b,1,0.6,0.8,0,0.0,0
3,80,tool_b,1,0.6,0.8,0,0.0,0
3,81,tool_b,1,0.6,0.9,0,0.0,0
3,82,tool_b,1,0.6,0.9,0,0.0,0
3,83,tool_a,1,0.6,0.9,1,0.0,0
3,84,tool_b,1,0.6,0.9,0,0.0,0
3,85,tool_b,0,0.6,0.9,0,0.0,0
3,86,tool_a,1,0.6,0.8,1,0.0,0
3,87,tool_b,1,0.6,0.8,0,0.0,0
3,88,tool_b,0,0.6,0.8,0,0.0,0
3,89,tool_b,1,0.6,0.8,0,0.0,0
3,90,tool_b,1,0.6,0.8,0,0.0,0
3,91,tool_b,1,0.6,0.8,0,0.0,0
3,92,tool_b,0,0.6,0.8,0,0.0,0
3,93,tool_b,1,0.6,0.7,0,0.0,0
3,94,tool_a,1,0.6,0.7,1,0.0,0
3,95,tool_b,1,0.6,0.7,0,0.0,0
3,96,tool_b,1,0.6,0.7,0,0.0,0
3,97,tool_b,1,0.6,0.7,0,0.0,0
3,98,tool_b,1,0.6,0.8,0,0.0,0
3,99,tool_b,1,0.6,0.8,0,0.0,0
3,100,tool_b,0,0.6,0.9,0,0.0,0
